image,prediction,label
ISIC_0034773.jpg,benign,benign
ISIC_0034774.jpg,benign,benign
ISIC_0034776.jpg,benign,benign
ISIC_0034777.jpg,benign,benign
ISIC_0034778.jpg,benign,benign
ISIC_0034779.jpg,malignant,benign
ISIC_0034780.jpg,benign,benign
ISIC_0034781.jpg,benign,benign
ISIC_0034783.jpg,benign,benign
ISIC_0034784.jpg,malignant,malignant
ISIC_0034786.jpg,benign,benign
ISIC_0034787.jpg,benign,benign
ISIC_0034788.jpg,malignant,benign
ISIC_0034789.jpg,benign,benign
ISIC_0034790.jpg,benign,benign
ISIC_0034791.jpg,benign,benign
ISIC_0034792.jpg,benign,benign
ISIC_0034793.jpg,benign,benign
ISIC_0034795.jpg,malignant,benign
ISIC_0034797.jpg,benign,benign
ISIC_0034798.jpg,benign,benign
ISIC_0034800.jpg,malignant,benign
ISIC_0034801.jpg,benign,benign
ISIC_0034803.jpg,malignant,benign
ISIC_0034804.jpg,malignant,malignant
ISIC_0034806.jpg,malignant,benign
ISIC_0034807.jpg,benign,benign
ISIC_0034808.jpg,malignant,benign
ISIC_0034809.jpg,malignant,benign
ISIC_0034810.jpg,malignant,benign
ISIC_0034811.jpg,malignant,benign
ISIC_0034813.jpg,malignant,benign
ISIC_0034815.jpg,malignant,benign
ISIC_0034816.jpg,benign,benign
ISIC_0034817.jpg,benign,malignant
ISIC_0034818.jpg,benign,benign
ISIC_0034819.jpg,malignant,malignant
ISIC_0034821.jpg,benign,benign
ISIC_0034823.jpg,benign,benign
ISIC_0034824.jpg,benign,benign
ISIC_0034827.jpg,benign,benign
ISIC_0034828.jpg,malignant,benign
ISIC_0034829.jpg,benign,benign
ISIC_0034830.jpg,benign,benign
ISIC_0034831.jpg,benign,benign
ISIC_0034832.jpg,benign,benign
ISIC_0034834.jpg,benign,benign
ISIC_0034835.jpg,benign,benign
ISIC_0034836.jpg,malignant,benign
ISIC_0034837.jpg,benign,benign
ISIC_0034838.jpg,malignant,benign
ISIC_0034839.jpg,benign,benign
ISIC_0034841.jpg,malignant,benign
ISIC_0034843.jpg,malignant,benign
ISIC_0034844.jpg,benign,benign
ISIC_0034845.jpg,malignant,benign
ISIC_0034846.jpg,malignant,benign
ISIC_0034847.jpg,malignant,benign
ISIC_0034848.jpg,benign,benign
ISIC_0034851.jpg,benign,benign
ISIC_0034852.jpg,benign,benign
ISIC_0034853.jpg,benign,benign
ISIC_0034854.jpg,benign,benign
ISIC_0034855.jpg,malignant,benign
ISIC_0034856.jpg,benign,benign
ISIC_0034857.jpg,benign,benign
ISIC_0034859.jpg,benign,malignant
ISIC_0034860.jpg,benign,benign
ISIC_0034861.jpg,benign,benign
ISIC_0034862.jpg,malignant,benign
ISIC_0034863.jpg,benign,malignant
ISIC_0034864.jpg,malignant,benign
ISIC_0034865.jpg,malignant,benign
ISIC_0034866.jpg,malignant,benign
ISIC_0034867.jpg,benign,benign
ISIC_0034868.jpg,benign,benign
ISIC_0034869.jpg,benign,benign
ISIC_0034871.jpg,benign,malignant
ISIC_0034872.jpg,benign,benign
ISIC_0034873.jpg,benign,malignant
ISIC_0034874.jpg,malignant,malignant
ISIC_0034875.jpg,malignant,malignant
ISIC_0034877.jpg,malignant,benign
ISIC_0034878.jpg,benign,benign
ISIC_0034880.jpg,benign,benign
ISIC_0034881.jpg,benign,benign
ISIC_0034882.jpg,benign,malignant
ISIC_0034883.jpg,malignant,benign
ISIC_0034884.jpg,benign,benign
ISIC_0034885.jpg,benign,benign
ISIC_0034886.jpg,benign,benign
ISIC_0034889.jpg,malignant,benign
ISIC_0034890.jpg,benign,benign
ISIC_0034892.jpg,benign,benign
ISIC_0034893.jpg,benign,benign
ISIC_0034894.jpg,malignant,benign
ISIC_0034895.jpg,malignant,malignant
ISIC_0034897.jpg,malignant,benign
ISIC_0034900.jpg,benign,benign
ISIC_0034901.jpg,benign,benign
ISIC_0034902.jpg,benign,benign
ISIC_0034903.jpg,benign,benign
ISIC_0034904.jpg,malignant,malignant
ISIC_0034907.jpg,benign,benign
ISIC_0034908.jpg,malignant,benign
ISIC_0034909.jpg,malignant,benign
ISIC_0034912.jpg,benign,benign
ISIC_0034913.jpg,benign,benign
ISIC_0034916.jpg,malignant,benign
ISIC_0034917.jpg,malignant,benign
ISIC_0034918.jpg,benign,malignant
ISIC_0034919.jpg,benign,benign
ISIC_0034920.jpg,malignant,benign
ISIC_0034921.jpg,malignant,benign
ISIC_0034922.jpg,benign,benign
ISIC_0034923.jpg,benign,benign
ISIC_0034924.jpg,malignant,benign
ISIC_0034925.jpg,malignant,benign
ISIC_0034926.jpg,malignant,malignant
ISIC_0034927.jpg,malignant,benign
ISIC_0034928.jpg,benign,benign
ISIC_0034932.jpg,malignant,benign
ISIC_0034933.jpg,benign,benign
ISIC_0034934.jpg,benign,malignant
ISIC_0034935.jpg,benign,benign
ISIC_0034938.jpg,malignant,benign
ISIC_0034940.jpg,benign,benign
ISIC_0034941.jpg,malignant,benign
ISIC_0034942.jpg,malignant,benign
ISIC_0034943.jpg,benign,benign
ISIC_0034944.jpg,malignant,benign
ISIC_0034945.jpg,benign,benign
ISIC_0034947.jpg,benign,benign
ISIC_0034949.jpg,malignant,malignant
ISIC_0034950.jpg,malignant,benign
ISIC_0034955.jpg,benign,benign
ISIC_0034956.jpg,malignant,benign
ISIC_0034957.jpg,malignant,malignant
ISIC_0034958.jpg,benign,malignant
ISIC_0034959.jpg,malignant,malignant
ISIC_0034962.jpg,malignant,benign
ISIC_0034964.jpg,malignant,benign
ISIC_0034965.jpg,benign,benign
ISIC_0034967.jpg,benign,benign
ISIC_0034968.jpg,malignant,benign
ISIC_0034971.jpg,malignant,malignant
ISIC_0034973.jpg,malignant,benign
ISIC_0034974.jpg,benign,benign
ISIC_0034975.jpg,benign,benign
ISIC_0034976.jpg,benign,benign
ISIC_0034977.jpg,benign,benign
ISIC_0034978.jpg,benign,benign
ISIC_0034979.jpg,benign,benign
ISIC_0034983.jpg,benign,benign
ISIC_0034984.jpg,benign,benign
ISIC_0034985.jpg,benign,benign
ISIC_0034986.jpg,malignant,benign
ISIC_0034988.jpg,benign,malignant
ISIC_0034989.jpg,benign,benign
ISIC_0034990.jpg,malignant,benign
ISIC_0034991.jpg,malignant,benign
ISIC_0034992.jpg,malignant,benign
ISIC_0034996.jpg,benign,benign
ISIC_0034998.jpg,benign,malignant
ISIC_0035000.jpg,malignant,malignant
ISIC_0035002.jpg,benign,benign
ISIC_0035003.jpg,malignant,benign
ISIC_0035005.jpg,benign,benign
ISIC_0035006.jpg,benign,benign
ISIC_0035007.jpg,malignant,benign
ISIC_0035009.jpg,malignant,benign
ISIC_0035011.jpg,benign,benign
ISIC_0035013.jpg,malignant,benign
ISIC_0035014.jpg,malignant,benign
ISIC_0035015.jpg,benign,benign
ISIC_0035016.jpg,benign,benign
ISIC_0035017.jpg,benign,benign
ISIC_0035019.jpg,malignant,benign
ISIC_0035020.jpg,malignant,benign
ISIC_0035021.jpg,benign,malignant
ISIC_0035022.jpg,benign,benign
ISIC_0035023.jpg,malignant,benign
ISIC_0035024.jpg,malignant,benign
ISIC_0035025.jpg,benign,benign
ISIC_0035027.jpg,benign,benign
ISIC_0035030.jpg,benign,benign
ISIC_0035031.jpg,malignant,benign
ISIC_0035034.jpg,malignant,benign
ISIC_0035036.jpg,malignant,benign
ISIC_0035038.jpg,malignant,benign
ISIC_0035044.jpg,malignant,benign
ISIC_0035045.jpg,malignant,benign
ISIC_0035046.jpg,benign,benign
ISIC_0035047.jpg,malignant,malignant
ISIC_0035048.jpg,benign,malignant
ISIC_0035049.jpg,malignant,benign
ISIC_0035050.jpg,malignant,benign
ISIC_0035051.jpg,malignant,benign
ISIC_0035052.jpg,benign,benign
ISIC_0035053.jpg,benign,benign
ISIC_0035055.jpg,benign,benign
ISIC_0035056.jpg,benign,benign
ISIC_0035058.jpg,benign,benign
ISIC_0035059.jpg,benign,benign
ISIC_0035060.jpg,benign,benign
ISIC_0035061.jpg,malignant,benign
ISIC_0035062.jpg,benign,benign
ISIC_0035063.jpg,benign,benign
ISIC_0035065.jpg,benign,benign
ISIC_0035066.jpg,malignant,benign
ISIC_0035067.jpg,malignant,benign
ISIC_0035068.jpg,malignant,benign
ISIC_0035070.jpg,malignant,malignant
ISIC_0035071.jpg,benign,benign
ISIC_0035073.jpg,benign,benign
ISIC_0035074.jpg,benign,benign
ISIC_0035077.jpg,benign,benign
ISIC_0035079.jpg,benign,benign
ISIC_0035080.jpg,malignant,benign
ISIC_0035081.jpg,malignant,malignant
ISIC_0035082.jpg,benign,benign
ISIC_0035083.jpg,benign,benign
ISIC_0035084.jpg,malignant,benign
ISIC_0035085.jpg,benign,benign
ISIC_0035086.jpg,benign,benign
ISIC_0035087.jpg,benign,benign
ISIC_0035088.jpg,benign,benign
ISIC_0035089.jpg,benign,malignant
ISIC_0035090.jpg,malignant,malignant
ISIC_0035091.jpg,benign,benign
ISIC_0035092.jpg,benign,benign
ISIC_0035093.jpg,benign,benign
ISIC_0035094.jpg,benign,benign
ISIC_0035096.jpg,benign,benign
ISIC_0035097.jpg,benign,benign
ISIC_0035098.jpg,malignant,benign
ISIC_0035099.jpg,malignant,malignant
ISIC_0035100.jpg,malignant,benign
ISIC_0035101.jpg,benign,benign
ISIC_0035102.jpg,benign,benign
ISIC_0035103.jpg,benign,benign
ISIC_0035105.jpg,benign,benign
ISIC_0035107.jpg,benign,benign
ISIC_0035108.jpg,malignant,benign
ISIC_0035111.jpg,malignant,benign
ISIC_0035113.jpg,benign,benign
ISIC_0035114.jpg,benign,benign
ISIC_0035116.jpg,benign,benign
ISIC_0035118.jpg,malignant,benign
ISIC_0035121.jpg,benign,benign
ISIC_0035122.jpg,malignant,benign
ISIC_0035123.jpg,benign,benign
ISIC_0035124.jpg,malignant,malignant
ISIC_0035126.jpg,benign,benign
ISIC_0035129.jpg,benign,benign
ISIC_0035130.jpg,malignant,malignant
ISIC_0035132.jpg,benign,benign
ISIC_0035133.jpg,benign,benign
ISIC_0035134.jpg,benign,benign
ISIC_0035135.jpg,benign,benign
ISIC_0035137.jpg,malignant,benign
ISIC_0035138.jpg,benign,benign
ISIC_0035139.jpg,malignant,malignant
ISIC_0035140.jpg,malignant,benign
ISIC_0035143.jpg,malignant,benign
ISIC_0035144.jpg,benign,benign
ISIC_0035145.jpg,benign,benign
ISIC_0035146.jpg,malignant,benign
ISIC_0035148.jpg,malignant,benign
ISIC_0035150.jpg,benign,benign
ISIC_0035152.jpg,malignant,benign
ISIC_0035153.jpg,benign,benign
ISIC_0035156.jpg,benign,benign
ISIC_0035157.jpg,malignant,benign
ISIC_0035158.jpg,benign,benign
ISIC_0035160.jpg,benign,benign
ISIC_0035161.jpg,benign,benign
ISIC_0035162.jpg,benign,benign
ISIC_0035164.jpg,malignant,benign
ISIC_0035165.jpg,malignant,benign
ISIC_0035166.jpg,benign,benign
ISIC_0035167.jpg,malignant,benign
ISIC_0035169.jpg,malignant,benign
ISIC_0035170.jpg,benign,benign
ISIC_0035172.jpg,benign,benign
ISIC_0035173.jpg,benign,benign
ISIC_0035175.jpg,benign,benign
ISIC_0035176.jpg,malignant,benign
ISIC_0035177.jpg,malignant,malignant
ISIC_0035178.jpg,malignant,benign
ISIC_0035181.jpg,benign,benign
ISIC_0035182.jpg,benign,benign
ISIC_0035184.jpg,malignant,benign
ISIC_0035186.jpg,benign,benign
ISIC_0035187.jpg,malignant,benign
ISIC_0035188.jpg,malignant,benign
ISIC_0035189.jpg,benign,benign
ISIC_0035191.jpg,benign,benign
ISIC_0035192.jpg,benign,benign
ISIC_0035193.jpg,malignant,benign
ISIC_0035195.jpg,benign,benign
ISIC_0035196.jpg,malignant,malignant
ISIC_0035197.jpg,benign,benign
ISIC_0035198.jpg,malignant,benign
ISIC_0035199.jpg,benign,benign
ISIC_0035200.jpg,malignant,benign
ISIC_0035201.jpg,benign,benign
ISIC_0035204.jpg,malignant,benign
ISIC_0035205.jpg,malignant,benign
ISIC_0035207.jpg,benign,malignant
ISIC_0035208.jpg,benign,benign
ISIC_0035209.jpg,benign,benign
ISIC_0035211.jpg,malignant,benign
ISIC_0035213.jpg,benign,benign
ISIC_0035214.jpg,malignant,benign
ISIC_0035215.jpg,malignant,benign
ISIC_0035216.jpg,benign,malignant
ISIC_0035217.jpg,benign,benign
ISIC_0035219.jpg,malignant,benign
ISIC_0035220.jpg,benign,benign
ISIC_0035221.jpg,malignant,benign
ISIC_0035222.jpg,malignant,benign
ISIC_0035223.jpg,malignant,benign
ISIC_0035224.jpg,benign,malignant
ISIC_0035225.jpg,benign,benign
ISIC_0035227.jpg,benign,benign
ISIC_0035228.jpg,malignant,benign
ISIC_0035229.jpg,benign,malignant
ISIC_0035230.jpg,benign,benign
ISIC_0035231.jpg,benign,benign
ISIC_0035232.jpg,malignant,malignant
ISIC_0035233.jpg,malignant,benign
ISIC_0035234.jpg,malignant,benign
ISIC_0035235.jpg,malignant,benign
ISIC_0035236.jpg,benign,benign
ISIC_0035237.jpg,benign,benign
ISIC_0035238.jpg,benign,benign
ISIC_0035240.jpg,benign,malignant
ISIC_0035241.jpg,malignant,benign
ISIC_0035242.jpg,malignant,benign
ISIC_0035244.jpg,benign,benign
ISIC_0035245.jpg,benign,benign
ISIC_0035246.jpg,benign,benign
ISIC_0035248.jpg,benign,malignant
ISIC_0035250.jpg,benign,benign
ISIC_0035253.jpg,malignant,benign
ISIC_0035255.jpg,malignant,benign
ISIC_0035256.jpg,malignant,benign
ISIC_0035257.jpg,benign,benign
ISIC_0035260.jpg,benign,benign
ISIC_0035263.jpg,malignant,malignant
ISIC_0035265.jpg,malignant,benign
ISIC_0035266.jpg,benign,benign
ISIC_0035267.jpg,malignant,benign
ISIC_0035268.jpg,benign,benign
ISIC_0035271.jpg,malignant,malignant
ISIC_0035272.jpg,benign,benign
ISIC_0035273.jpg,benign,benign
ISIC_0035274.jpg,benign,benign
ISIC_0035275.jpg,malignant,benign
ISIC_0035278.jpg,benign,benign
ISIC_0035280.jpg,benign,malignant
ISIC_0035281.jpg,benign,benign
ISIC_0035282.jpg,benign,benign
ISIC_0035283.jpg,benign,benign
ISIC_0035285.jpg,malignant,benign
ISIC_0035286.jpg,malignant,benign
ISIC_0035288.jpg,malignant,benign
ISIC_0035289.jpg,benign,benign
ISIC_0035290.jpg,malignant,benign
ISIC_0035292.jpg,benign,benign
ISIC_0035294.jpg,benign,benign
ISIC_0035295.jpg,benign,benign
ISIC_0035296.jpg,benign,benign
ISIC_0035297.jpg,benign,benign
ISIC_0035298.jpg,benign,benign
ISIC_0035299.jpg,benign,benign
ISIC_0035300.jpg,malignant,benign
ISIC_0035301.jpg,benign,benign
ISIC_0035302.jpg,benign,benign
ISIC_0035303.jpg,benign,benign
ISIC_0035304.jpg,malignant,benign
ISIC_0035306.jpg,malignant,malignant
ISIC_0035307.jpg,benign,benign
ISIC_0035309.jpg,benign,benign
ISIC_0035311.jpg,benign,benign
ISIC_0035312.jpg,malignant,benign
ISIC_0035313.jpg,benign,malignant
ISIC_0035314.jpg,benign,benign
ISIC_0035315.jpg,benign,benign
ISIC_0035319.jpg,malignant,benign
ISIC_0035320.jpg,benign,benign
ISIC_0035323.jpg,benign,benign
ISIC_0035324.jpg,malignant,benign
ISIC_0035325.jpg,benign,benign
ISIC_0035326.jpg,benign,malignant
ISIC_0035327.jpg,benign,benign
ISIC_0035328.jpg,benign,benign
ISIC_0035329.jpg,benign,benign
ISIC_0035333.jpg,malignant,benign
ISIC_0035335.jpg,malignant,benign
ISIC_0035336.jpg,malignant,benign
ISIC_0035337.jpg,malignant,benign
ISIC_0035339.jpg,benign,benign
ISIC_0035341.jpg,malignant,benign
ISIC_0035342.jpg,malignant,benign
ISIC_0035343.jpg,benign,benign
ISIC_0035344.jpg,malignant,benign
ISIC_0035345.jpg,benign,malignant
ISIC_0035346.jpg,malignant,benign
ISIC_0035347.jpg,malignant,benign
ISIC_0035349.jpg,benign,benign
ISIC_0035350.jpg,malignant,benign
ISIC_0035351.jpg,benign,malignant
ISIC_0035352.jpg,benign,benign
ISIC_0035353.jpg,malignant,benign
ISIC_0035354.jpg,benign,benign
ISIC_0035356.jpg,benign,benign
ISIC_0035358.jpg,benign,benign
ISIC_0035359.jpg,malignant,benign
ISIC_0035361.jpg,benign,benign
ISIC_0035362.jpg,benign,malignant
ISIC_0035363.jpg,benign,benign
ISIC_0035365.jpg,benign,benign
ISIC_0035366.jpg,malignant,malignant
ISIC_0035367.jpg,benign,benign
ISIC_0035369.jpg,benign,benign
ISIC_0035370.jpg,benign,benign
ISIC_0035373.jpg,benign,benign
ISIC_0035375.jpg,malignant,benign
ISIC_0035377.jpg,benign,benign
ISIC_0035378.jpg,benign,benign
ISIC_0035379.jpg,benign,benign
ISIC_0035380.jpg,benign,benign
ISIC_0035381.jpg,benign,benign
ISIC_0035382.jpg,malignant,benign
ISIC_0035383.jpg,malignant,benign
ISIC_0035384.jpg,benign,benign
ISIC_0035385.jpg,malignant,benign
ISIC_0035386.jpg,malignant,benign
ISIC_0035387.jpg,benign,benign
ISIC_0035390.jpg,benign,benign
ISIC_0035392.jpg,malignant,benign
ISIC_0035393.jpg,malignant,malignant
ISIC_0035394.jpg,malignant,benign
ISIC_0035395.jpg,malignant,benign
ISIC_0035396.jpg,benign,benign
ISIC_0035397.jpg,malignant,malignant
ISIC_0035398.jpg,benign,benign
ISIC_0035399.jpg,benign,benign
ISIC_0035400.jpg,benign,benign
ISIC_0035401.jpg,benign,benign
ISIC_0035402.jpg,benign,benign
ISIC_0035404.jpg,malignant,benign
ISIC_0035405.jpg,benign,benign
ISIC_0035406.jpg,benign,malignant
ISIC_0035407.jpg,benign,benign
ISIC_0035408.jpg,malignant,benign
ISIC_0035409.jpg,malignant,benign
ISIC_0035410.jpg,benign,benign
ISIC_0035411.jpg,benign,benign
ISIC_0035412.jpg,benign,benign
ISIC_0035413.jpg,benign,benign
ISIC_0035414.jpg,malignant,malignant
ISIC_0035417.jpg,benign,benign
ISIC_0035418.jpg,benign,benign
ISIC_0035419.jpg,benign,benign
ISIC_0035420.jpg,benign,malignant
ISIC_0035422.jpg,benign,benign
ISIC_0035423.jpg,benign,benign
ISIC_0035425.jpg,benign,benign
ISIC_0035427.jpg,benign,benign
ISIC_0035428.jpg,benign,benign
ISIC_0035429.jpg,malignant,benign
ISIC_0035430.jpg,malignant,malignant
ISIC_0035431.jpg,benign,benign
ISIC_0035433.jpg,malignant,benign
ISIC_0035434.jpg,malignant,malignant
ISIC_0035435.jpg,malignant,benign
ISIC_0035437.jpg,benign,benign
ISIC_0035438.jpg,benign,benign
ISIC_0035441.jpg,malignant,benign
ISIC_0035442.jpg,malignant,benign
ISIC_0035444.jpg,malignant,benign
ISIC_0035445.jpg,benign,benign
ISIC_0035447.jpg,benign,benign
ISIC_0035448.jpg,malignant,benign
ISIC_0035449.jpg,benign,benign
ISIC_0035452.jpg,benign,benign
ISIC_0035453.jpg,benign,benign
ISIC_0035455.jpg,benign,benign
ISIC_0035456.jpg,benign,benign
ISIC_0035457.jpg,benign,benign
ISIC_0035458.jpg,benign,benign
ISIC_0035459.jpg,benign,malignant
ISIC_0035460.jpg,malignant,malignant
ISIC_0035461.jpg,malignant,benign
ISIC_0035462.jpg,malignant,malignant
ISIC_0035465.jpg,malignant,benign
ISIC_0035467.jpg,benign,benign
ISIC_0035469.jpg,benign,benign
ISIC_0035470.jpg,benign,benign
ISIC_0035473.jpg,benign,benign
ISIC_0035474.jpg,benign,benign
ISIC_0035476.jpg,benign,benign
ISIC_0035477.jpg,benign,benign
ISIC_0035478.jpg,malignant,malignant
ISIC_0035479.jpg,benign,benign
ISIC_0035480.jpg,malignant,benign
ISIC_0035481.jpg,benign,benign
ISIC_0035482.jpg,malignant,benign
ISIC_0035483.jpg,benign,benign
ISIC_0035484.jpg,malignant,benign
ISIC_0035485.jpg,malignant,benign
ISIC_0035486.jpg,malignant,malignant
ISIC_0035488.jpg,benign,benign
ISIC_0035489.jpg,benign,benign
ISIC_0035491.jpg,benign,benign
ISIC_0035492.jpg,benign,benign
ISIC_0035493.jpg,benign,benign
ISIC_0035494.jpg,benign,benign
ISIC_0035495.jpg,malignant,benign
ISIC_0035496.jpg,benign,benign
ISIC_0035497.jpg,malignant,benign
ISIC_0035498.jpg,benign,benign
ISIC_0035499.jpg,benign,benign
ISIC_0035500.jpg,benign,benign
ISIC_0035501.jpg,benign,benign
ISIC_0035503.jpg,benign,benign
ISIC_0035505.jpg,malignant,malignant
ISIC_0035506.jpg,malignant,benign
ISIC_0035507.jpg,benign,benign
ISIC_0035508.jpg,benign,benign
ISIC_0035509.jpg,benign,benign
ISIC_0035510.jpg,malignant,malignant
ISIC_0035512.jpg,benign,benign
ISIC_0035513.jpg,benign,benign
ISIC_0035515.jpg,benign,benign
ISIC_0035516.jpg,malignant,benign
ISIC_0035518.jpg,malignant,benign
ISIC_0035519.jpg,malignant,benign
ISIC_0035520.jpg,benign,benign
ISIC_0035521.jpg,benign,benign
ISIC_0035522.jpg,benign,malignant
ISIC_0035523.jpg,benign,benign
ISIC_0035524.jpg,benign,benign
ISIC_0035525.jpg,benign,malignant
